행사명,장소,행사내용,행사시작일자,행사종료일자,행사시작시각,행사종료시각,요금정보,주관기관명,주최기관명,전화번호,후원기관명,객석수,관람요금,입장연령,할인정보,유의사항,홈페이지주소,예매정보,주차장보유여부,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
2023년 08월 공연 바다탐험대 옥토넛 시즌2(2회),장성문화예술회관 대공연장,기획공연,2023-08-08,2023-08-08,19:00,20:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 08월 공연 바다탐험대 옥토넛 시즌2(1회),장성문화예술회관 대공연장,기획공연,2023-08-08,2023-08-08,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 07월 문화가 있는 날 영화상영 <드림>,장성문화예술회관 대공연장,영화상영,2023-07-25,2023-07-25,19:00,21:05,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 07월 공연 엄마 까투리(2회),장성문화예술회관 대공연장,어린이공연,2023-07-15,2023-07-15,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 07월 공연 엄마 까투리(1회),장성문화예술회관 대공연장,어린이공연,2023-07-15,2023-07-15,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 06월 문화가 있는 날 영화상영 <대외비>,장성문화예술회관 대공연장,영화상영,2023-06-27,2023-06-27,19:00,20:55,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 06월 공연 뮤직드라마 당신만이,장성문화예술회관 대공연장,기획공연,2023-06-07,2023-06-07,19:00,21:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,7세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 문화가 있는 날 영화상영 <카운트>,장성문화예술회관 대공연장,영화상영,2023-05-30,2023-05-30,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 조선의 눈동자(창극 황룡가온)(3회),장성문화예술회관 대공연장,상주단체공연,2023-05-26,2023-05-26,19:00,20:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 조선의 눈동자(창극 황룡가온)(2회),장성문화예술회관 대공연장,상주단체공연,2023-05-25,2023-05-25,19:00,20:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 조선의 눈동자(창극 황룡가온)(1회),장성문화예술회관 대공연장,상주단체공연,2023-05-25,2023-05-25,11:00,12:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 고고다이노(2회),장성문화예술회관 대공연장,어린이공연,2023-04-15,2023-04-15,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 고고다이노(1회),장성문화예술회관 대공연장,어린이공연,2023-04-15,2023-04-15,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 05월 공연 장성군민을 위한 미스앤미스터 孝콘서트,장성문화예술회관 대공연장,기획공연,2023-05-08,2023-05-08,19:00,21:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,15세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 04월 문화가 있는 날 영화상영 <교섭>,장성문화예술회관 대공연장,영화상영,2023-04-25,2023-04-25,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 04월 공연 크로키키 브라더스(2회),장성문화예술회관 소공연장,어린이공연,2023-04-15,2023-04-15,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 04월 공연 크로키키 브라더스(1회),장성문화예술회관 소공연장,어린이공연,2023-04-15,2023-04-15,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 04월 공연 연극 보잉보잉,장성문화예술회관 대공연장,기획공연,2023-04-04,2023-04-04,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,15세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 03월 공연 가방을 들어주는 아이(2회),장성문화예술회관 소공연장,어린이공연,2023-03-25,2023-03-25,15:00,16:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 03월 공연 가방을 들어주는 아이(1회),장성문화예술회관 소공연장,어린이공연,2023-03-25,2023-03-25,11:00,12:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,199,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 03월 문화가 있는 날 영화상영 <영웅>(2회),장성문화예술회관 대공연장,영화상영,2023-03-28,2023-03-28,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 03월 문화가 있는 날 영화상영 <영웅>(1회),장성문화예술회관 대공연장,영화상영,2023-03-28,2023-03-28,15:00,17:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,12세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 03월 공연 옹알스 히스토리 쇼,장성문화예술회관 대공연장,기획공연,2023-03-07,2023-03-07,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 02월 문화가 있는 날 영화상영 <유령>,장성문화예술회관 대공연장,영화상영,2023-02-28,2023-02-28,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2023년 01월 문화가 있는 날 영화상영 <올빼미>,장성문화예술회관 대공연장,영화상영,2023-01-31,2023-01-31,19:00,21:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 12월 문화가 있는 날 영화상영 <인생은 아름다워>,장성문화예술회관 대공연장,영화상영,2022-12-27,2022-12-27,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 12월 공연 연극 여보 나도 할 말 있어(2회),장성문화예술회관 대공연장,기획공연,2022-12-21,2022-12-21,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,15세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 12월 공연 연극 여보 나도 할 말 있어(1회),장성문화예술회관 대공연장,기획공연,2022-12-20,2022-12-20,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,15세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 12월 공연 연극 세자매,장성문화예술회관 대공연장,기획공연,2022-12-13,2022-12-13,19:00,21:00,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,12세이상,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 12월 공연 아카펠라와 함께하는 연극 굿모닝 산타,장성문화예술회관 대공연장,기획공연,2022-12-06,2022-12-06,19:00,20:10,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 11월 문화가 있는 날 영화상영  <공조2>,장성문화예술회관 대공연장,영화상영,2022-11-29,2022-11-29,19:00,21:10,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 11월 공연 창극 효녀 청(2회),장성문화예술회관 대공연장,상주단체공연,2022-11-22,2022-11-22,19:00,20:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 11월 공연 창극 효녀 청(1회),장성문화예술회관 대공연장,상주단체공연,2022-11-22,2022-11-22,11:00,12:00,무료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,0,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 11월 공연 춘하추동 디톡스 콘서트,장성문화예술회관 대공연장,기획공연,2022-11-08,2022-11-08,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 10월 공연 페인터즈,장성문화예술회관 대공연장,기획공연,2022-10-11,2022-10-11,19:00,20:40,유료,전라남도 장성군 평생교육센터,전라남도 장성군 평생교육센터,061-390-8578,,684,5000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 09월 문화가 있는 날 영화상영  <헤어질 결심>,장성문화예술회관 대공연장,영화상영,2022-09-27,2022-09-27,19:00,21:20,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 09월 공연 연극 수상한 집주인,장성문화예술회관 대공연장,기획공연,2022-09-06,2022-09-06,19:00,20:30,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 08월 문화가 있는 날 영화상영  <범죄도시2>,장성문화예술회관 대공연장,영화상영,2022-08-30,2022-08-30,19:00,20:40,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 08월 공연 디스이즈잇,장성문화예술회관 대공연장,기획공연,2022-08-16,2022-08-16,19:00,20:10,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 07월 공연 우리읍내(2회),장성문화예술회관 대공연장,상주단체공연,2022-07-26,2022-07-26,19:00,20:20,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,3000,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 07월 공연 우리읍내(1회),장성문화예술회관 대공연장,상주단체공연,2022-07-26,2022-07-26,16:00,17:20,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,3000,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 06월 문화가 있는 날 영화상영  <킹메이커>,장성문화예술회관 대공연장,영화상영,2022-06-28,2022-06-28,19:00,21:00,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,486,0,15세이상,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 06월 공연 연극 동치미,장성문화예술회관 대공연장,기획공연,2022-06-14,2022-06-14,19:00,20:30,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,4000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 05월 공연 황룡 가온(2회),장성문화예술회관 대공연장,상주단체공연,2022-05-28,2022-05-28,18:30,20:20,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,0,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 05월 공연 황룡 가온(1회),장성문화예술회관 대공연장,상주단체공연,2022-05-28,2022-05-28,16:00,17:20,무료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,0,전체관람가,,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 05월 공연 동춘서커스(2회),장성문화예술회관 대공연장,기획공연,2022-05-20,2022-05-20,18:30,21:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
2022년 05월 공연 동춘서커스(1회),장성문화예술회관 대공연장,기획공연,2022-05-20,2022-05-20,15:00,17:00,유료,전라남도 장성군 문화시설사업소,전라남도 장성군 문화시설사업소,061-390-8475,,684,2000,전체관람가,어린이+학생+경로 등 50프로,,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_01,https://www.jangseong.go.kr/home/www/openinfo/openinfo_15/openinfo_15_03,Y,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,35.30226604,126.7678845,2026-06-17,5895000,전남광주통합특별시 장성군
